Episode,MeanReward,StdReward,MeanSteps,StdSteps,MeanSuccess,StdSuccess
1,7.3999999999998725,51.039396548156844,276.35,42.08357755704713,0.35,0.4769696007084727
2,14.214999999999884,54.37575999468887,258.25,71.00695388481329,0.4,0.48989794855663565
3,42.004999999999924,53.09439212383928,230.6,72.92215026999683,0.65,0.47696960070847283
4,-8.625000000000147,42.85806662694903,286.45,40.7375441085984,0.2,0.4
5,-18.590000000000153,34.364355079064154,286.0,51.822774916054044,0.1,0.30000000000000004
6,9.799999999999887,54.371702198846116,252.35,75.27301973482932,0.35,0.47696960070847283
7,27.48499999999991,57.69927447550799,225.65,89.4205093924207,0.5,0.5
8,-2.0200000000001337,48.62411541611842,270.45,64.69889875415191,0.25,0.4330127018922193
9,-1.8700000000001253,48.874104595378576,268.95,66.11389793379298,0.25,0.4330127018922193
10,-8.025000000000134,44.02591140453546,280.45,46.86840620289963,0.2,0.4000000000000001
11,19.78999999999989,55.27969699627529,252.55,73.08931180412087,0.45,0.49749371855331004
12,-0.6800000000001141,50.849784660311066,257.05,78.7746628047369,0.25,0.4330127018922193
13,4.529999999999889,52.82978421307444,255.0,74.93597267000676,0.3,0.4582575694955839
14,15.4799999999999,55.82717617791543,245.6,76.4319305002824,0.4,0.4898979485566357
15,3.924999999999887,51.93587271818975,261.05,68.76588907299897,0.3,0.4582575694955839
16,15.329999999999893,55.66490007176881,247.1,76.38317877648194,0.4,0.48989794855663565
17,3.234999999999873,50.93982994671266,267.95,64.43250344352607,0.3,0.4582575694955839
18,-1.5550000000001205,49.383423079005034,265.8,68.15981220631407,0.25,0.4330127018922193
19,31.759999999999923,55.96567162109295,232.95,69.3905433038249,0.55,0.49749371855331
20,43.27499999999994,54.00623922288987,217.9,78.64280005188016,0.65,0.4769696007084727
21,10.609999999999905,55.4039881236,244.25,80.35849363944051,0.35,0.4769696007084729
22,20.274999999999896,55.75468478074294,247.7,72.63408290878327,0.45,0.49749371855331004
23,10.524999999999899,55.34766368149615,245.1,83.30540198570557,0.35,0.4769696007084729
24,21.749999999999915,57.345440097709684,232.95,83.82092519174434,0.45,0.49749371855331004
25,13.789999999999882,53.83236851560598,262.5,65.32342611957826,0.4,0.48989794855663565
26,20.659999999999897,56.21926182368466,243.85,78.98434971562403,0.45,0.49749371855331004
27,32.25999999999992,56.604694151633815,227.95,86.62590547867308,0.55,0.49749371855331
28,13.32999999999988,53.22117153915353,267.1,57.00517520366023,0.4,0.48989794855663565
29,24.55499999999989,54.80372683495171,254.95,68.91696090223364,0.5,0.5
30,26.61999999999991,56.8274194381551,234.3,81.66768026581875,0.5,0.5
31,38.044999999999945,55.752932434088244,220.15,80.0926182616101,0.6,0.4898979485566357
32,38.63999999999994,56.22217000436758,214.2,83.09247860065314,0.6,0.48989794855663565
33,26.789999999999928,56.93252058358219,232.6,78.50821613054265,0.5,0.5
34,32.304999999999936,56.49366756548922,227.5,76.43919151848742,0.55,0.49749371855331
35,38.24499999999992,55.94897206383696,218.15,83.6840934706232,0.6,0.48989794855663565
