Episode,MeanReward,StdReward,MeanSteps,StdSteps,MeanSuccess,StdSuccess
1,-9.999999999999998,1.7763568394002505e-14,100.0,0.0,0.0,0.0
2,-8.368999999999998,12.790978813210515,99.706,2.497911927991062,0.016,0.12547509713086497
3,10.484000000000005,40.97429516172312,95.36,11.734666590917719,0.2,0.4000000000000007
4,23.204799999999995,48.19395913348471,90.274,17.642985121571662,0.322,0.4672429774753178
5,23.163,48.13432051042167,90.692,17.440216053707545,0.322,0.4672429774753178
6,27.270000000000007,49.708873855680984,87.66,20.620096992982287,0.36,0.47999999999999854
7,30.8142,50.634871959549855,86.252,21.633781361565102,0.394,0.4886348329785767
8,32.231399999999994,50.89027759837846,86.094,21.94431962946226,0.408,0.49146312170904727
9,32.05760000000001,50.88604093697995,85.83,21.013164921067997,0.406,0.49108451411136794
10,41.60840000000001,52.04826269377284,80.412,25.563611951365516,0.496,0.4999839997439925
11,42.15120000000001,51.963288373235194,80.99,23.857868722918266,0.502,0.4999959999839986
12,43.76219999999999,52.091541263049606,78.894,25.653279790311426,0.516,0.4997439344304241
13,53.421800000000005,50.953479810116974,74.39,26.729794237891145,0.608,0.488196681676557
14,54.79380000000002,50.53881381235612,74.684,25.935846699115075,0.622,0.4848876158451546
15,58.26339999999998,49.68731830598223,72.02,27.65218978670591,0.654,0.475693178424916
16,60.98419999999992,48.950110626637056,68.836,27.727190697941197,0.678,0.4672429774753178
17,63.59259999999992,47.98523570057778,66.776,28.677130679340934,0.702,0.4573794923255748
18,67.97140000000005,45.7762467011003,65.03,27.907223079339175,0.744,0.43642181430354626
19,69.58040000000003,45.244074262161654,60.952,28.196341890394216,0.756,0.42949272403615735
20,74.88999999999999,41.68666525401135,57.906,27.42475458413439,0.806,0.3954288810898875
21,72.69300000000004,43.44506474848442,57.854,28.96944397119143,0.784,0.4115142767875724
22,75.31560000000005,41.62413814891549,55.652,27.636911839060424,0.808,0.3938730760029171
23,75.69279999999993,41.541839970805334,53.882,28.672775868408685,0.81,0.39230090491866054
24,77.80619999999996,39.77708513151758,52.768,27.64724536007159,0.83,0.3756327994198583
25,79.33079999999993,38.73389796237918,49.534,27.678093214670703,0.842,0.3647410040014686
26,78.90820000000001,39.12535792500817,49.756,27.502371970431927,0.838,0.368450810828256
27,79.06039999999996,39.19281556408005,48.234,28.126059873362987,0.838,0.36845081082825587
28,80.11980000000004,38.48202837637334,45.648,28.014212392997944,0.846,0.360948749824681
29,80.55360000000003,38.07165831744134,45.314,27.70890477806728,0.85,0.357071421427143
30,80.67199999999995,38.11693135602599,44.13,27.51648778459923,0.85,0.357071421427143
31,80.99940000000001,37.95355872167986,42.858,27.712773877762594,0.852,0.3550999859194583
32,81.80939999999998,37.376350432325545,40.764,27.919819197122315,0.858,0.3490501396647776
33,81.02539999999999,38.25750873802419,40.596,27.740742311625333,0.85,0.357071421427143
34,82.55080000000011,36.74178737296269,39.356,27.296616347085944,0.864,0.34278856457005624
35,82.6696,36.789352751033796,38.168,27.774084611378306,0.864,0.34278856457005624
36,82.54520000000001,37.04852597553644,37.41,27.806148600624287,0.862,0.3448999855030444
37,82.01140000000005,37.75494100167549,36.742,28.220266405546216,0.856,0.35108973211986666
38,83.33599999999996,36.41731983548483,35.508,27.819740041919857,0.868,0.33849076796863936
39,83.20020000000001,36.67718391534443,34.864,27.775411860132717,0.866,0.34065231541852115
40,83.4757999999999,36.46833742248196,34.11,27.862912625926224,0.868,0.33849076796863936
41,83.35019999999996,36.73427309693226,33.364,28.07439231755518,0.866,0.3406523154185212
42,83.376,36.74282765384283,33.106,27.960950699144647,0.866,0.34065231541852115
43,83.378,36.745484021849535,33.086,28.212950997724434,0.866,0.3406523154185211
44,83.68540000000007,36.5461993487695,32.014,28.12382982454557,0.868,0.33849076796863936
45,83.43240000000006,37.07500870181955,30.54,28.36350471997425,0.864,0.3427885645700562
46,84.27880000000005,36.12853762000333,30.084,27.773817598594544,0.872,0.3340898082851383
47,83.57980000000002,36.82128748373692,31.068,28.5003048404749,0.866,0.34065231541852115
48,83.93440000000007,36.6389074160243,29.524,28.485389658560045,0.868,0.33849076796863936
49,84.40600000000006,36.177039735169025,28.812,28.21568103023565,0.872,0.3340898082851383
50,84.24539999999996,36.43667930588625,28.416,28.397093935823797,0.87,0.33630343441600463
51,84.06099999999998,36.6852937701199,28.258,28.582922103941726,0.868,0.33849076796863936
52,84.03039999999999,36.67566271848399,28.564,28.760978842869704,0.868,0.33849076796863936
53,84.7622000000001,35.983521661449394,27.252,28.039195708864405,0.874,0.3318493634165953
