Episode,MeanReward,StdReward,MeanSteps,StdSteps,MeanSuccess,StdSuccess
1,-9.999999999999998,1.7763568394002505e-14,100.0,0.0,0.0,0.0
2,-7.748999999999998,15.010604884547517,99.512,4.15810726172378,0.022,0.14668333238647155
3,-7.762599999999998,14.918981910304684,99.648,3.057465617141103,0.022,0.1466833323864716
4,-6.547599999999997,18.403183807156864,99.51,3.2202329108311387,0.034,0.18122913673027294
5,-5.717999999999996,20.45197095636501,99.222,4.434040595213358,0.042,0.2005891323078101
6,-5.0967999999999964,21.838566568344323,99.016,5.426946102551609,0.048,0.21376622745419743
7,-4.856399999999998,22.424878573584326,98.614,7.512456588892885,0.05,0.21794494717703383
8,-3.856999999999992,24.31693835580451,98.63,6.349574788912993,0.06,0.2374868417407572
9,-0.9961999999999825,28.989040783716664,98.05,7.7135919000165245,0.088,0.28329489935401325
10,-0.13299999999998768,30.28382226536161,97.426,9.74107406808923,0.096,0.29459124223235184
11,-0.13519999999998297,30.278143287856874,97.448,10.015552705667348,0.096,0.2945912422323519
12,-0.18759999999998508,30.115683061156215,97.972,8.215303767968692,0.096,0.2945912422323513
13,4.952400000000004,36.16902008957406,96.622,10.531624566039124,0.146,0.35310621631458017
14,2.5304000000000033,33.62110640416236,96.818,10.693964465996642,0.122,0.3272858078194055
15,2.3594000000000097,33.47576752876627,96.526,11.44732824723746,0.12,0.3249615361854387
16,6.671600000000006,37.92672294622887,95.446,13.260734670447228,0.162,0.3684508108282559
17,4.026800000000002,35.36040895917346,95.868,12.226633878545682,0.136,0.34278856457005574
18,7.243400000000003,38.380391561837975,95.734,12.001301762725545,0.168,0.3738662862575345
19,5.492600000000001,36.888679093185154,95.224,13.964878230761608,0.15,0.35707142142714304
20,6.250800000000001,37.521665999259746,95.65,12.353602713378816,0.158,0.3647410040014683
21,8.708000000000002,39.669118165141825,95.102,12.994290900237603,0.182,0.3858445282753149
22,7.726200000000004,38.899440787240295,94.91,13.34937826267577,0.172,0.3773804446443931
23,10.326600000000004,40.91696167165871,94.932,12.993204993380221,0.198,0.3984921580156867
24,13.659200000000004,43.29886852286093,93.638,14.749473075333967,0.23,0.4208325082500154
25,10.23,40.98325389717111,93.896,15.438172948895247,0.196,0.3969685126052182
26,15.730800000000002,44.57660968893895,92.942,15.317918788138252,0.25,0.4330127018922193
27,15.077200000000005,44.15168536035751,93.472,14.96038823025662,0.244,0.42949272403615735
28,16.977200000000003,45.285192725216554,92.49,15.366128334749758,0.262,0.43972263985380805
29,14.809800000000001,44.16011779830282,92.142,17.044466433420546,0.24,0.427083130081251
30,20.136600000000012,46.93932424353809,90.926,17.85229744318635,0.292,0.45468230667137227
31,17.222399999999993,45.46554759639424,92.04,17.02828235612744,0.264,0.4407992740465876
32,17.952800000000014,45.74321602336232,92.744,16.020314104286427,0.272,0.4449898875255476
33,16.57,45.070100732081904,92.558,16.042525860973335,0.258,0.43753399867895915
34,21.196800000000007,47.44142061279355,90.334,18.54201833673989,0.302,0.45912525524087816
35,21.51780000000001,47.47762149855429,91.128,17.229730584080542,0.306,0.46082968654373785
36,24.371400000000005,48.54913595564804,90.62,17.49558801526828,0.334,0.4716396929860743
37,28.119399999999995,49.757346428844244,89.176,19.00107954827837,0.37,0.4828043081829317
